     0.60000,    0.70000,    0.80000,    0.90000,    1.00000,    1.10000,    1.20000,    1.30000,    1.40000,
  3423.43188, 3420.01147, 3418.50195, 3418.25391, 3419.11523, 3420.83765, 3423.22876, 3426.14575, 3429.48462,
  3627.60547, 3557.18530, 3470.25537, 3428.42725, 3418.68774, 3423.79980, 3437.28564, 3455.73315, 3476.24854,
  3935.33472, 3742.23315, 3572.69214, 3472.04126, 3423.71582, 3417.90649, 3427.74707, 3435.09570, 3462.68799,
  3589.10010, 3561.62012, 3492.51270, 3440.80273, 3420.31372, 3412.83716, 3412.34814, 3414.96631, 3411.39258,
  3688.63232, 3607.35571, 3540.30298, 3448.81006, 3419.23047, 3411.35474, 3410.36670, 3405.20947, 3418.98169,
  3714.66724, 3649.64771, 3583.94287, 3463.24219, 3417.25415, 3402.39331, 3393.23657, 3403.97095, 3435.32471,
  3782.35498, 3699.17773, 3545.54883, 3457.76440, 3414.46948, 3398.87256, 3406.17480, 3422.91016, 3463.24438,
  3512.76392, 3458.56226, 3436.55493, 3423.20117, 3417.03418, 3415.79492, 3414.95508, 3419.61865, 3428.46582,
  3442.14282, 3418.48047, 3416.39966, 3416.48071, 3418.18262, 3421.19897, 3425.33862, 3430.45190, 3436.15796,
  3460.01538, 3431.28687, 3423.66479, 3419.51440, 3418.30029, 3419.52441, 3422.81738, 3427.88477, 3434.48657,
  3433.79712, 3417.85107, 3415.54492, 3416.06201, 3418.69116, 3423.06787, 3428.92383, 3436.04492, 3444.25903,
  3429.14062, 3410.63403, 3407.57373, 3410.59277, 3417.50781, 3427.57471, 3440.29419, 3455.26709, 3472.16626,
  3417.20776, 3405.87720, 3406.14771, 3410.72852, 3417.81421, 3426.92700, 3437.78125, 3450.14136, 3463.81128,
  3427.86914, 3398.16553, 3395.69800, 3403.20142, 3417.52563, 3437.36743, 3461.77686, 3489.98828, 3521.39233,
  3419.62939, 3387.15137, 3390.04492, 3401.24048, 3418.50879, 3440.89307, 3467.61548, 3498.02173, 3531.58813,
  3409.11768, 3394.20972, 3399.13916, 3407.79834, 3419.13965, 3432.94702, 3448.93726, 3466.84204, 3486.43970,
  3409.21069, 3395.31982, 3399.09521, 3407.29272, 3418.83179, 3433.39990, 3450.62183, 3470.16064, 3491.74146,
  3434.29175, 3411.46460, 3409.13696, 3411.89673, 3418.57715, 3428.77490, 3442.05127, 3458.01367, 3476.33740,
  3444.65698, 3423.06152, 3416.85400, 3415.85156, 3418.87256, 3425.42944, 3435.05151, 3447.33276, 3461.93945,
  3425.87817, 3421.00342, 3419.21631, 3418.70654, 3419.10693, 3420.30347, 3422.20337, 3424.72534, 3427.80322,
  3436.62891, 3426.07886, 3420.30859, 3418.14038, 3418.88354, 3422.12134, 3427.53467, 3434.86279, 3443.85791,
  3466.99292, 3440.54736, 3426.41675, 3419.71851, 3418.65747, 3422.59888, 3430.90015, 3442.92749, 3458.09717,
  3440.56177, 3429.49927, 3423.61938, 3420.30566, 3418.85913, 3419.03198, 3420.64526, 3423.54224, 3427.59106,
  3427.68164, 3422.84668, 3420.64111, 3419.46289, 3418.97339, 3419.09839, 3419.77466, 3420.94238, 3422.55225,
  3443.38770, 3431.11694, 3424.22656, 3420.34424, 3418.83691, 3419.40991, 3421.80884, 3425.81738, 3431.25684,
  3432.28564, 3422.27563, 3418.48560, 3417.54883, 3418.76636, 3421.89380, 3426.71338, 3433.03564, 3440.68213,
  3671.40161, 3527.87646, 3459.96875, 3427.49976, 3418.17798, 3425.60620, 3445.84326, 3475.97070, 3513.77368,
  3437.95068, 3424.47607, 3420.20508, 3418.70312, 3419.08911, 3421.23462, 3424.94727, 3430.04199, 3436.36475,
  3423.31201, 3420.84302, 3419.39868, 3418.89160, 3419.23022, 3420.29932, 3422.00024, 3424.25537, 3427.00220,
  3464.21680, 3447.44189, 3433.75586, 3424.66016, 3419.56567, 3417.91724, 3419.20239, 3423.00464, 3428.99146,
  3632.10400, 3537.66309, 3478.22290, 3441.19849, 3419.73877, 3409.61157, 3408.15601, 3413.57520, 3424.55127,
  3444.52393, 3436.85254, 3429.10376, 3423.21533, 3419.31958, 3417.10107, 3416.32935, 3416.83301, 3418.45752,
  3503.63770, 3470.45044, 3445.48828, 3428.93652, 3419.38403, 3415.37061, 3415.87109, 3420.13672, 3427.58911,
  3647.72656, 3533.90894, 3469.44556, 3434.65625, 3419.21313, 3417.44312, 3425.89697, 3442.28149, 3464.97461,
  3456.62085, 3435.60352, 3423.34570, 3418.29199, 3419.11890, 3424.79248, 3434.52246, 3447.68896, 3463.79443,
  3447.21802, 3428.58496, 3418.73926, 3416.00171, 3419.11890, 3427.12720, 3439.26855, 3454.93604, 3473.63525,
  3482.72388, 3457.90601, 3439.74023, 3427.09644, 3419.11890, 3415.13770, 3414.61694, 3417.11890, 3422.28052,
  3470.85791, 3449.98071, 3435.02026, 3424.98413, 3419.11890, 3416.83374, 3417.65479, 3421.19482, 3427.13110,
  3439.38452, 3429.05591, 3422.64648, 3419.49902, 3419.11890, 3421.12061, 3425.19629, 3431.09448, 3438.60645,
  3429.32666, 3423.60352, 3420.25171, 3418.85840, 3419.11890, 3420.80029, 3423.71973, 3427.72998, 3432.71021,
  3428.97339, 3421.40967, 3417.65552, 3417.05591, 3419.11890, 3423.46167, 3429.77954, 3437.82397, 3447.38916,
  3448.46509, 3435.35669, 3426.55615, 3421.32837, 3419.11890, 3419.49487, 3422.11182, 3426.68774, 3432.98950,
  3423.62744, 3418.12036, 3415.88281, 3416.35571, 3419.11890, 3423.84473, 3430.27222, 3438.18848, 3447.41724,
  3418.45337, 3412.26294, 3410.88525, 3413.39819, 3419.11890, 3427.52368, 3438.20288, 3450.82739, 3465.13037,
  3389.02710, 3393.70581, 3400.53271, 3409.10425, 3419.11890, 3430.34546, 3442.60254, 3455.74414, 3469.65161,
  3379.24170, 3387.79834, 3397.42578, 3407.91724, 3419.11890, 3430.91138, 3443.20215, 3455.91626, 3468.99316,
  3404.74927, 3406.22510, 3409.29565, 3413.66724, 3419.11890, 3425.47998, 3432.61597, 3440.41846, 3448.79907,
  3440.47534, 3432.56177, 3426.56812, 3422.16943, 3419.11890, 3417.22290, 3416.32788, 3416.30835, 3417.06079,
  3436.98511, 3430.46240, 3425.48242, 3421.76978, 3419.11890, 3417.37061, 3416.40015, 3416.10693, 3416.40894,
  3422.34058, 3420.47241, 3419.37476, 3418.95044, 3419.11890, 3419.81128, 3420.96997, 3422.54541, 3424.49463,
  3416.95337, 3415.82397, 3415.97852, 3417.14307, 3419.11890, 3421.75537, 3424.93750, 3428.57471, 3432.59521,
  3426.05542, 3422.70239, 3420.61157, 3419.48706, 3419.11890, 3419.35205, 3420.07056, 3421.18555, 3422.62769,
  4483.95020, 4692.61914, 4192.03516, 3641.97046, 3451.53589, 3435.28198, 3481.22559, 3545.70020, 3641.41943,
  3642.12329, 3574.36353, 3529.13843, 3442.28857, 3422.24780, 3422.71240, 3433.61230, 3450.89673, 3472.38892,
  6333.40674, 5816.86426, 4925.13184, 3902.03247, 3408.44678, 4433.81152, 7317.42236,10527.18945,14138.78613,
 13806.13379, 9727.33008, 5218.29150, 4003.15210, 3386.58838, 3420.17261, 3465.35840, 3513.37109, 3568.65723,
 10484.29297, 8839.52344, 6610.96338, 4477.85938, 3471.90747, 4824.37158, 7855.25586,11303.24512,14511.08789,
  6194.47754, 5927.52783, 3475.03247, 3427.35498, 3417.50171, 3430.23633, 3459.15991, 3499.12549, 3546.67847,
  9926.35645, 8848.31738, 7003.39844, 4710.01221, 3447.50024, 5909.13818,11156.50488,17035.05664,22391.09766,
  7068.40234, 5310.19922, 4167.41650, 3589.44995, 3426.79541, 3882.75171, 4700.26953, 5961.47607, 7083.02148,
  5006.30859, 4280.33447, 3809.15186, 3550.06787, 3439.23755, 3451.41772, 3556.56982, 3737.97632, 3950.94727,
