index,name,value,std.dev,index,name,value,std.dev
1,theta[1],0.21579,0.0051832,47,Grwth[88],0.068311,0.0034891
2,theta[2],0.19783,0.017909,48,log-slx-pars[1],4.7777,0.0084494
3,theta[4],19.935,0.056724,49,log-slx-pars[2],2.2784,0.042974
4,theta[5],16.416,0.14365,50,log-slx-pars[3],4.5459,0.018488
5,theta[7],0.7281,0.12329,51,log-slx-pars[4],2.1714,0.098789
6,theta[9],-0.50931,0.21728,52,log-slx-pars[5],5.1384,0.047745
7,theta[13],1.0895,0.4146,53,log-slx-pars[6],2.7955,0.041114
8,theta[14],0.72847,0.4794,54,log-slx-pars[7],4.7175,0.23292
9,theta[15],0.94362,0.33109,55,log-slx-pars[8],2.167,0.30481
10,theta[16],0.7852,0.30155,56,log-slx-pars[9],4.7389,0.084204
11,theta[17],0.6064,0.29111,57,log-slx-pars[10],0.90173,0.30308
12,theta[18],0.55134,0.27279,58,log-slx-pars[11],4.8108,0.023117
13,theta[19],0.37279,0.27439,59,log-slx-pars[12],2.3508,0.079255
14,theta[20],0.38955,0.26187,60,log-slx-pars[13],4.1588,0.11997
15,theta[21],0.40868,0.25565,61,log-slx-pars[14],2.2521,0.33531
16,theta[22],0.16665,0.27818,62,log-slx-pars[15],4.0531,0.27972
17,theta[23],0.1303,0.27432,63,log-slx-pars[16],3.5758,0.41567
18,theta[24],0.0085672,0.28523,64,log-slx-pars[17],4.4543,0.028002
19,theta[25],0.10564,0.26429,65,log-slx-pars[18],2.5437,0.078099
20,theta[26],-0.0667,0.20375,66,log-slx-pars[19],4.9233,0.0014996
21,theta[27],-0.30544,0.19607,67,log-slx-pars[20],0.67433,0.052619
22,theta[28],-0.46039,0.19819,68,log-slx-pars[21],4.9325,0.0020284
23,theta[29],-0.8121,0.21203,69,log-slx-pars[22],0.72855,0.097547
24,theta[30],-1.2741,0.23315,70,log-fbar[1],-1.5448,0.051441
25,theta[31],-1.3177,0.23527,71,log-fbar[2],-4.2568,0.083237
26,theta[52],1.3359,0.74474,72,log-fbar[3],-5.6214,0.32504
27,theta[53],1.51,0.48617,73,log-fbar[4],-6.4608,0.084642
28,theta[54],1.4162,0.37988,74,log-fdev[1],0.79183,0.1197
29,theta[55],1.1734,0.34917,75,log-fdev[1],0.74975,0.090841
30,theta[56],1.0948,0.30303,76,log-fdev[1],0.66343,0.075748
31,theta[57],0.62296,0.32322,77,log-fdev[1],0.74987,0.062728
32,theta[58],0.22132,0.35774,78,log-fdev[1],0.95637,0.057639
33,theta[59],-0.015643,0.36166,79,log-fdev[1],1.8248,0.0605
34,theta[60],-0.21304,0.35327,80,log-fdev[1],2.4082,0.11611
35,theta[61],-0.55278,0.37181,81,log-fdev[1],0.86964,0.16033
36,theta[62],-0.94494,0.38278,82,log-fdev[1],-8.8318,0.10817
37,theta[63],-1.2037,0.38716,83,log-fdev[1],1.2655,0.10189
38,theta[64],-1.4357,0.3856,84,log-fdev[1],1.3177,0.090564
39,theta[65],-1.8165,0.37405,85,log-fdev[1],1.4303,0.076257
40,theta[66],-1.9249,0.37024,86,log-fdev[1],0.93593,0.06633
41,theta[67],-1.8685,0.3504,87,log-fdev[1],-0.028977,0.054164
42,Grwth[21],1.0032,0.18918,88,log-fdev[1],0.076142,0.048299
43,Grwth[42],1.4191,0.1234,89,log-fdev[1],0.72214,0.039301
44,Grwth[85],143.4,1.7721,90,log-fdev[1],0.73633,0.042058
45,Grwth[86],0.054393,0.0094634,91,log-fdev[1],0.22806,0.047067
46,Grwth[87],141.33,0.67554,92,log-fdev[1],0.89787,0.05256
93,log-fdev[1],-4.2676,0.04981,143,log-fdev[2],0.056727,0.10415
94,log-fdev[1],-4.6804,0.042172,144,log-fdev[2],-0.23135,0.10402
95,log-fdev[1],-0.19943,0.040612,145,log-fdev[2],-1.0012,0.10321
96,log-fdev[1],-0.13613,0.040958,146,log-fdev[2],-0.23007,0.10307
97,log-fdev[1],0.78734,0.043988,147,log-fdev[2],-0.52496,0.10275
98,log-fdev[1],0.41313,0.043467,148,log-fdev[2],-0.62045,0.10254
99,log-fdev[1],-0.17934,0.041633,149,log-fdev[2],-0.3901,0.10254
100,log-fdev[1],-0.25045,0.041115,150,log-fdev[2],-0.66387,0.10242
101,log-fdev[1],-0.13605,0.039867,151,log-fdev[2],-0.49784,0.10214
102,log-fdev[1],0.32072,0.03858,152,log-fdev[2],-0.42114,0.10222
103,log-fdev[1],0.27732,0.038705,153,log-fdev[2],-0.44356,0.10252
104,log-fdev[1],0.57115,0.039212,154,log-fdev[2],-0.80277,0.10266
105,log-fdev[1],0.3166,0.03862,155,log-fdev[2],-0.95655,0.10263
106,log-fdev[1],0.68222,0.03861,156,log-fdev[2],-1.4214,0.10226
107,log-fdev[1],0.85888,0.040461,157,log-fdev[2],-1.937,0.10239
108,log-fdev[1],0.6686,0.041596,158,log-fdev[2],-1.2125,0.10254
109,log-fdev[1],0.52908,0.04116,159,log-fdev[2],-1.7671,0.10269
110,log-fdev[1],-0.11039,0.039622,160,log-fdev[2],-1.3757,0.10337
111,log-fdev[1],-0.18034,0.038427,161,log-fdev[2],-0.83795,0.10478
112,log-fdev[1],0.01589,0.038152,162,log-fdev[2],-0.38537,0.10703
113,log-fdev[1],0.34821,0.038392,163,log-fdev[2],-0.42773,0.10971
114,log-fdev[1],0.4224,0.040211,164,log-fdev[2],-0.31393,0.11295
115,log-fdev[1],0.43173,0.044767,165,log-fdev[2],-0.33841,0.11523
116,log-fdev[1],0.36341,0.052876,166,log-fdev[2],-1.3383,0.11547
117,log-fdev[1],0.20173,0.063252,167,log-fdev[3],-0.11635,0.068237
118,log-fdev[1],0.16458,0.072524,168,log-fdev[3],0.66985,0.068234
119,log-fdev[1],-0.26761,0.076253,169,log-fdev[3],1.2282,0.068232
120,log-fdev[1],-4.7284,0.074978,170,log-fdev[3],1.0926,0.068236
121,log-fdev[2],0.17407,0.12543,171,log-fdev[3],1.3823,0.068236
122,log-fdev[2],0.61278,0.11755,172,log-fdev[3],1.4242,0.068239
123,log-fdev[2],0.58983,0.11205,173,log-fdev[3],0.99272,0.068242
124,log-fdev[2],0.6647,0.11097,174,log-fdev[3],0.47646,0.068241
125,log-fdev[2],1.4002,0.11302,175,log-fdev[3],-0.98738,0.068239
126,log-fdev[2],1.214,0.12613,176,log-fdev[3],-0.57872,0.068237
127,log-fdev[2],2.5023,0.12421,177,log-fdev[3],-1.0994,0.068237
128,log-fdev[2],2.2269,0.1139,178,log-fdev[3],-0.25627,0.068235
129,log-fdev[2],3.4702,0.11277,179,log-fdev[3],0.94009,0.068233
130,log-fdev[2],2.2508,0.11156,180,log-fdev[3],1.4182,0.068236
131,log-fdev[2],1.1627,0.1122,181,log-fdev[3],3.2412,0.075456
132,log-fdev[2],0.68273,0.10981,182,log-fdev[3],1.2834,0.10346
133,log-fdev[2],1.436,0.10506,183,log-fdev[3],0.571,0.12787
134,log-fdev[2],-0.0071106,0.10401,184,log-fdev[3],-0.76331,0.085188
135,log-fdev[2],0.4431,0.10397,185,log-fdev[3],-2.1371,0.074435
136,log-fdev[2],0.86789,0.1053,186,log-fdev[3],-2.9919,0.097763
137,log-fdev[2],0.70954,0.10555,187,log-fdev[3],-2.4176,0.11784
138,log-fdev[2],1.1912,0.1091,188,log-fdev[3],-3.5029,0.075873
139,log-fdev[2],-0.58233,0.10523,189,log-fdev[3],-0.84091,0.09605
140,log-fdev[2],-0.87387,0.10352,190,log-fdev[3],-0.11072,0.11892
141,log-fdev[2],-0.79997,0.10369,191,log-fdev[3],1.0824,0.14593
142,log-fdev[2],-1.2529,0.10352,192,log-fdev[4],0.5393,0.10318
193,log-fdev[4],-0.10945,0.10214,243,log-fdov[1],0.2081,0.07848
194,log-fdev[4],-0.3188,0.10283,244,log-fdov[1],-0.19386,0.078588
195,log-fdev[4],0.59114,0.10205,245,log-fdov[1],0.87089,0.079052
196,log-fdev[4],-1.8417,0.10142,246,log-fdov[1],0.32308,0.080405
197,log-fdev[4],0.11645,0.10103,247,log-fdov[1],-0.33713,0.083032
198,log-fdev[4],-0.14165,0.10064,248,log-fdov[1],0.97308,0.087337
199,log-fdev[4],-0.97818,0.10058,249,log-fdov[1],-0.10959,0.091502
200,log-fdev[4],-0.80274,0.10038,250,log-fdov[1],-0.62399,0.093284
201,log-fdev[4],-0.52798,0.10025,251,log-fdov[1],2.9872,0.093611
202,log-fdev[4],-0.57771,0.10004,252,log-fdov[3],-0.000033892,0.096245
203,log-fdev[4],-0.026755,0.099997,253,log-fdov[3],0.000079336,0.096244
204,log-fdev[4],-0.72211,0.10039,254,log-fdov[3],0.00035848,0.096248
205,log-fdev[4],-1.7223,0.1002,255,log-fdov[3],0.00031762,0.096252
206,log-fdev[4],-2.5609,0.099746,256,log-fdov[3],0.00053027,0.096258
207,log-fdev[4],-1.0805,0.099444,257,log-fdov[3],0.00015449,0.096253
208,log-fdev[4],-0.51891,0.099456,258,log-fdov[3],-0.00010839,0.096251
209,log-fdev[4],0.62903,0.099378,259,log-fdov[3],-0.00017856,0.096248
210,log-fdev[4],1.487,0.099491,260,log-fdov[3],-0.00016716,0.096245
211,log-fdev[4],1.1794,0.099882,261,log-fdov[3],-0.00010533,0.096243
212,log-fdev[4],0.36258,0.10066,262,log-fdov[3],-0.00011109,0.096244
213,log-fdev[4],1.983,0.10211,263,log-fdov[3],0.000046188,0.096244
214,log-fdev[4],2.2602,0.10359,264,log-fdov[3],0.00027702,0.096248
215,log-fdev[4],1.0723,0.10547,265,log-fdov[3],0.00069593,0.096261
216,log-fdev[4],0.86778,0.10755,266,log-fdov[3],1.499,0.15924
217,log-fdev[4],0.84153,0.10888,267,log-fdov[3],1.7806,0.12564
218,log-foff[1],-2.8089,0.043892,268,log-fdov[3],0.57146,0.14858
219,log-foff[3],-0.13033,0.46377,269,log-fdov[3],-3.4405,0.11064
220,log-fdov[1],1.9531,0.084155,270,log-fdov[3],-2.1585,0.16381
221,log-fdov[1],-0.71177,0.083113,271,log-fdov[3],-0.79361,0.12997
222,log-fdov[1],1.9573,0.084426,272,log-fdov[3],0.036542,0.137
223,log-fdov[1],1.7886,0.086216,273,log-fdov[3],0.39053,0.10295
224,log-fdov[1],-0.42577,0.084806,274,log-fdov[3],0.98422,0.17114
225,log-fdov[1],-0.19264,0.08252,275,log-fdov[3],0.20253,0.15667
226,log-fdov[1],-3.6903,0.081482,276,log-fdov[3],0.92601,0.17979
227,log-fdov[1],-0.33937,0.082326,277,rec-dev-est,1.0962,0.26297
228,log-fdov[1],1.4229,0.082838,278,rec-dev-est,0.59187,0.29629
229,log-fdov[1],-2.7967,0.081969,279,rec-dev-est,1.0083,0.24418
230,log-fdov[1],1.1424,0.080969,280,rec-dev-est,1.5894,0.20892
231,log-fdov[1],0.86284,0.080912,281,rec-dev-est,1.8708,0.2166
232,log-fdov[1],-1.8877,0.080364,282,rec-dev-est,1.0959,0.25742
233,log-fdov[1],1.2083,0.080387,283,rec-dev-est,2.3756,0.16429
234,log-fdov[1],0.41491,0.080702,284,rec-dev-est,1.426,0.17854
235,log-fdov[1],0.93619,0.080149,285,rec-dev-est,1.0766,0.16521
236,log-fdov[1],-1.2356,0.079607,286,rec-dev-est,-0.73523,0.24488
237,log-fdov[1],-0.19278,0.079539,287,rec-dev-est,0.34198,0.16239
238,log-fdov[1],-0.46187,0.079818,288,rec-dev-est,-0.78745,0.23989
239,log-fdov[1],-0.71826,0.080071,289,rec-dev-est,-1.2292,0.27513
240,log-fdov[1],-0.22214,0.079898,290,rec-dev-est,-0.98749,0.22344
241,log-fdov[1],-1.1015,0.079008,291,rec-dev-est,-0.053262,0.16413
242,log-fdov[1],-1.8118,0.078543,292,rec-dev-est,-0.46357,0.1819
293,rec-dev-est,-1.9192,0.34993,339,logit-rec-prop-est,0.13479,0.23363
294,rec-dev-est,-0.86036,0.1962,340,logit-rec-prop-est,0.78626,0.73068
295,rec-dev-est,-2.0612,0.44016,341,logit-rec-prop-est,0.21315,0.28056
296,rec-dev-est,0.99502,0.14682,342,logit-rec-prop-est,-0.29043,0.70842
297,rec-dev-est,-0.82692,0.25177,343,logit-rec-prop-est,-0.36271,0.088531
298,rec-dev-est,-1.559,0.34078,344,logit-rec-prop-est,1.209,0.6143
299,rec-dev-est,-0.56304,0.1997,345,logit-rec-prop-est,0.43014,0.64951
300,rec-dev-est,0.44904,0.15516,346,logit-rec-prop-est,0.47012,0.32477
301,rec-dev-est,-0.51079,0.22048,347,logit-rec-prop-est,-0.086292,0.13948
302,rec-dev-est,-0.55904,0.24687,348,logit-rec-prop-est,0.19473,0.35239
303,rec-dev-est,0.88331,0.15386,349,logit-rec-prop-est,-0.54746,0.38965
304,rec-dev-est,-0.57896,0.26142,350,logit-rec-prop-est,-0.52992,0.1241
305,rec-dev-est,-0.66939,0.26452,351,logit-rec-prop-est,-0.41217,0.41701
306,rec-dev-est,0.5752,0.15691,352,logit-rec-prop-est,-0.053048,0.43827
307,rec-dev-est,-0.0932,0.17898,353,logit-rec-prop-est,-0.41409,0.14165
308,rec-dev-est,-0.51739,0.18697,354,logit-rec-prop-est,-0.14228,0.22558
309,rec-dev-est,-1.0817,0.23126,355,logit-rec-prop-est,0.42164,0.27934
310,rec-dev-est,-0.94535,0.23261,356,logit-rec-prop-est,-0.11942,0.35959
311,rec-dev-est,-0.032196,0.18115,357,logit-rec-prop-est,-0.45921,0.3512
312,rec-dev-est,-0.52303,0.22198,358,logit-rec-prop-est,-0.72085,0.20273
313,rec-dev-est,-1.0959,0.23002,359,logit-rec-prop-est,-0.44676,0.30741
314,rec-dev-est,-1.44,0.22302,360,logit-rec-prop-est,-0.50828,0.34075
315,rec-dev-est,-1.9303,0.26838,361,logit-rec-prop-est,-0.20092,0.33383
316,rec-dev-est,-1.4764,0.21889,362,logit-rec-prop-est,-0.32268,0.42879
317,rec-dev-est,-0.8319,0.1732,363,logit-rec-prop-est,-0.33926,0.3161
318,rec-dev-est,-1.6569,0.25261,364,logit-rec-prop-est,0.30123,0.21329
319,rec-dev-est,-0.8824,0.19245,365,logit-rec-prop-est,0.55568,0.46985
320,rec-dev-est,-1.4927,0.27571,366,logit-rec-prop-est,0.77191,0.30086
321,rec-dev-est,-1.3729,0.27739,367,logit-rec-prop-est,0.19624,0.46564
322,rec-dev-est,-1.2555,0.27183,368,logit-rec-prop-est,0.60854,0.51381
323,rec-dev-est,-0.94424,0.3113,369,logit-rec-prop-est,0.24754,0.44687
324,logit-rec-prop-est,-0.052366,0.42166,370,logit-rec-prop-est,-0.75456,0.50684
325,logit-rec-prop-est,-0.78102,0.50621,371,m-dev-est[1],1.4884,0.031092
326,logit-rec-prop-est,-0.24387,0.36392,372,survey-q[1],1.0075,0.039605
327,logit-rec-prop-est,-0.42705,0.26876,373,log-add-cv[2],-0.81325,0.28083
328,logit-rec-prop-est,0.14993,0.25838,,,,
329,logit-rec-prop-est,0.33025,0.3365,,,,
330,logit-rec-prop-est,0.41564,0.14099,,,,
331,logit-rec-prop-est,0.49241,0.23434,,,,
332,logit-rec-prop-est,-0.024182,0.17343,,,,
333,logit-rec-prop-est,0.4598,0.4486,,,,
334,logit-rec-prop-est,-0.48571,0.1642,,,,
335,logit-rec-prop-est,0.1786,0.40418,,,,
336,logit-rec-prop-est,-0.1247,0.453,,,,
337,logit-rec-prop-est,0.39428,0.38507,,,,
338,logit-rec-prop-est,-0.11261,0.16875,,,,
